Position Y,Position X,Position Z
106182.51,387108.35,10.66
106213.56,387106.47,10.13
106010.27,387124.61,8.66
106012.55,387107.09,8.38
105994.11,387105.24,5.84
106225.96,387107.77,9.21
105987.48,387113.49,9.99
105982.98,387103.46,9.81
106228.29,387118.24,9.28
106206.56,387125.02,10.77
106058.04,387109.01,11.59
106171.78,387115.51,11.47
106037.07,387121.18,11.37
106143.24,387101.28,11.84
106152.53,387119.96,12.11
106084.67,387123.79,12.05
106146.34,387110.89,11.9
106021.14,387125,11.06
106047.85,387102.89,10.88
106198.56,387105.14,10.8
106181.79,387119.82,10.79
106021.08,387113.5,10.93
106032.24,387111.89,11.03
106171.7,387103.81,10.98
106193.43,387115.43,10.95
105997.55,387115.43,5.19
106193.11,387093.58,10.71
106178.59,387096.45,10.6
106184.08,387075.79,10.52
106161.46,387075.47,10.82
106049.31,387085.41,11.42
106068.41,387079.87,11.19
106163.46,387088.45,11.15
106176.19,387085.73,10.39
106038.49,387091.14,9.95
106022.37,387079.85,9.9
106033.23,387081.67,9.85
106017.11,387088.61,10.05
106026.85,387091.52,10.28
106204.49,387093.93,10.16
106200.04,387084.35,10.08
106140.31,387090.72,11.72
106123.5,387084.67,13.18
106096.33,387090.69,13.17
106057.04,387076.21,13.03
106106.2,387088,13.18
106113.4,387081,13.63
106042.35,387077.15,13.3
106129,387098.25,13.2
106108.37,387098.92,13.03
106079.08,387094.69,12.07
106068.41,387091.85,11.9
106054.93,387095.81,11.73
106147.43,387080.36,12.07
106095.4,387079.33,12.9
106084.93,387085.66,12.85
106153.07,387092.23,12.19
106054.39,387027.06,12.78
106485,387015,9.52
106475,387005,9.52
106455,387005,9.51
106495,387005,9.53
106465,387005,9.57
106510,387010,9.57
106149.54,387011.77,9.54
106145.95,387002.09,9.47
106535,387005,9.4
106425,387005,9.37
106006.72,387018.71,9.37
106485,387005,9.4
106465,387015,9.46
106490,387025,9.46
106505,387020,9.42
106495,387015,9.59
106035.59,387016.1,11.09
106025.08,387014.35,10.92
106040.46,387006,10.53
106121.13,387013.34,11.13
106116.87,387023.11,11.47
106044.32,387022.18,11.3
106030.22,387004.42,11.16
106141.97,387019.2,10.45
106020.95,387023.96,9.97
106176.14,387021.05,9.92
106153.52,387021.24,9.76
106004.55,387001.42,10.02
106165.49,387019.19,10.36
106015.01,387010.98,10.35
106164.42,387008.47,10.15
106455,387015,9.35
105950.55,387022.22,8.73
105978.51,387013.93,8.71
106525,387025,8.69
105968.69,387018.35,8.87
106435,387020,8.93
106545,387010,8.91
106415,387015,8.9
105946.69,387012.69,8.54
105999.04,387011.41,8.43
106555,387015,8.43
106395,387010,8.42
106425,387025,8.43
105988.2,387019.83,8.48
106570,387010,8.45
105985.04,387006.25,8.44
106445,387020,8.99
106515,387020,9.28
106560,387005,9.28
106174.69,387009.31,9.26
106415,387005,9.3
106480,387025,9.34
106475,387015,9.34
106520,387010,9.34
105966.46,387006.93,9.19
106435,387010,9.09
106530,387015,9.09
106425,387015,9.03
106460,387025,9.12
106445,387010,9.19
106470,387025,9.14
106405,387005,9.13
106490,387035,9.21
106183.58,387028.62,9.21
106510,387030,9.17
106500,387030,9.24
106002.15,387033.36,9.66
106012.7,387030.79,9.49
106189.44,387039.41,9.37
106016.52,387047.73,9.14
105986.11,387038.49,8.72
105982.17,387028.47,8.66
106470,387035,8.64
105995.86,387041.61,8.75
106480,387035,9.06
105976.59,387049.53,8.93
105958.83,387037.35,8.92
106025.13,387034.9,9.75
106125.37,387046.18,11.74
106117.64,387033.79,11.68
106050.48,387036.31,11.37
106042.32,387046.59,11.81
106140.35,387049.96,12.16
106136.91,387040.12,12.06
106130.81,387027.38,11.97
106040.32,387031.96,11.36
106172.66,387038.66,10.22
106160.39,387044.38,10.15
106155.92,387031.56,10.09
106145.98,387030.39,10.58
106148.92,387041.95,10.86
106033.32,387041.48,10.83
106057.88,387049.7,10.81
106450,387030,8.54
106071.47,387010.59,13.24
106060.24,387014.88,13.11
106067.83,387000.63,13.08
106098.12,387012.08,13.43
106560,387030,5.7
105963.78,387028.62,5.58
105968.38,387042.51,4.99
106080.02,387024.67,13.07
106108.46,387014.82,12.85
106104.77,387002.33,12.77
106137.58,387009.12,12.28
106077.85,387002.05,12.89
106082.04,387013.44,12.96
106089.93,387021.58,12.95
106049.39,387010.9,12.89
106520,387045,6.07
106520,387035,8.02
106510,387040,8.01
106535,387030,7.69
106460,387035,8.26
105992.54,387029.61,8.51
106500,387040,8.38
106440,387030,8.33
106430,387035,7.62
106470,387045,6.88
106545,387035,6.63
106460,387045,6.61
106530,387040,6.97
106490,387045,7.47
106450,387040,7.46
106480,387045,7.09
105976.27,387274,14.82
106092.31,387274.01,14.81
106110.87,387264.49,14.41
106148.25,387274.19,14.82
106162.1,387257.32,14.94
106181.15,387250.51,14.9
106214.48,387269.88,14.9
106046.14,387264.62,14.29
106045.62,387239.99,15.38
106064.68,387246.07,15.33
106190.1,387231.89,15.25
106144.14,387247.96,15.61
106089.62,387252.6,13.96
106256.36,387260.01,11.76
106164.05,387234.09,18.11
106202.07,387251.48,15.01
106226.76,387290.04,14.85
106055.02,387283.98,14.78
106034.16,387296.01,14.72
105996.07,387279.96,14.91
106093.43,387299.49,15.09
106075.36,387289.95,15.07
106013.21,387293.98,15
106111.59,387288.02,14.69
106026.07,387274.05,15.24
106190.99,387272.03,15.21
106241.68,387273.87,15.2
106010.06,387261.87,15.29
106260.18,387284.32,14.14
106229.4,387255,16.01
106070.05,387265.76,15.42
106027.98,387250.11,15.14
106054.31,387220.04,12.39
106212.41,387217.09,12.34
106119.79,387216.33,12.17
106196.73,387200.73,12.47
106166.77,387201.14,12.96
106090.23,387208.97,12.53
106121.28,387205.6,12.5
106212.43,387206.44,12.16
106050.26,387208.67,10.64
106029.08,387211.52,10.11
106039.69,387215.78,8.72
106076.93,387204.78,10.84
106238.06,387202.08,11.09
106080.72,387215.15,11.08
106238.47,387222.21,11.05
106169.53,387212.32,12.97
105991.36,387250.03,12.46
106269.71,387245.05,11.55
106262.92,387226.03,11.37
106219.85,387234.04,12.97
106093.86,387230.07,14.9
106111.47,387243.02,14.7
106130.1,387232.21,14.28
106245.01,387241.19,11.16
106175.98,387214.89,14.62
106159.45,387208.49,13.32
106074.02,387224.11,13.18
106147.89,387222.02,14.72
106206.08,387216.02,15.52
106254.31,387203.06,15.22
106111.86,387220.05,14.94
106048.61,387357.95,15.75
106070.01,387356.34,15.66
105982.17,387370.07,15.53
106149.33,387368,15.8
106238.06,387376.03,14.67
106130.07,387374.01,16.24
106016.84,387365.12,15.84
106125.61,387354.01,15.39
106239.83,387356.01,14.66
106220.05,387366.27,14.53
106200,387356.14,14
106180.03,387364.05,14.86
106162.27,387351.56,15.15
106104.19,387350.56,15.13
106089.13,387364.87,14.91
106219.1,387390.02,14.73
106120.24,387394.01,15.98
106144.21,387389.99,15.94
106034.33,387376.03,15.81
106048.09,387392.01,16.5
106135.91,387440.08,15.58
106134.67,387410.02,15.55
106150.1,387424.04,14.42
106062,387376.16,15.8
106164.13,387386,15.34
105983.97,387390.01,15.17
106200.08,387381.81,14.76
106092.17,387393.16,15.37
106072.08,387396.04,15.75
106018.1,387390.69,15.67
106108.01,387378.02,15.39
106082.09,387339.94,16.05
106166.82,387309.46,15.12
105995.98,387311.16,15
106228.56,387315.79,14.91
106022.38,387316.03,15.23
106110.11,387310.85,15.84
106043.57,387314.03,15.4
106065,387307.95,15.27
106243.69,387301.98,14.87
106170.01,387279.27,15.32
106184.17,387296.81,15.17
106205.35,387290.31,15.1
106151.87,387295.95,15.77
106147.91,387318.06,14.7
106189.43,387320.02,14.38
106208.21,387310.19,14.19
106082.79,387318,15.97
106002.4,387350.12,15.39
105980.79,387348.16,15.34
106144.03,387342.3,15.3
106021.93,387344.04,15.4
106006.09,387330.04,15.9
106127.35,387330.05,15.68
106102.54,387330.01,15.53
106040.59,387336.03,15.28
106239.32,387335.94,14.36
106183.19,387339.96,13.68
106131.94,387304.2,16.13
106204.12,387336.08,14.41
106164.12,387330.02,15.2
106062.12,387331.97,14.76
106222,387346.06,14.54
106037.54,387203.78,8.43
106087.53,387140.19,12.26
106172.65,387126.65,12.26
106099.18,387146.21,12.25
106171.07,387146.23,12.35
106077.71,387133.03,12.53
106047.97,387125.82,12.44
106163.63,387136.24,12.41
106093.28,387131.38,12.13
106026.99,387137.66,11.77
106039.43,387132.13,11.77
106189.71,387149.81,11.55
106067.06,387129.85,11.97
106043.81,387142.12,12.13
106157.98,387144.59,12.1
106153.67,387133.24,11.99
106078.74,387145.86,12.93
106069.16,387157.87,10.09
106032.65,387158.08,8.95
106029.58,387169.41,8.67
106064.75,387169.18,10.38
106218.93,387160.72,10.82
106211.53,387174.61,10.81
106233.62,387161.52,10.53
106019.34,387169.32,8.55
106102.86,387134.26,13.08
106144.31,387127.73,13.04
106147.67,387146.25,12.96
106114.53,387130.94,13.14
106024.41,387152.39,8.51
106139.66,387140.21,13.35
106116.44,387141.6,13.24
106183.88,387129.74,11.36
106103.8,387110.58,13.33
106095.05,387105.32,13.22
106110.52,387118.07,13.02
106130.4,387113.25,13.43
106015.74,387147.1,8.8
105999.52,387125.91,8.46
106120.81,387106.82,13.89
106095.08,387119.22,12.79
106154.41,387103.03,12.25
106070.92,387102.42,12.19
106086.82,387113.42,12.11
106161.27,387124.95,12.28
106162.48,387111.04,12.61
106084.31,387103.61,12.35
106072.72,387113.46,12.34
106013.03,387135.91,8.88
106198.32,387138.3,10.81
106066.79,387143.58,10.81
106194.51,387125.49,10.62
106210.3,387142.68,10.88
106187.82,387139.92,11.05
106201.11,387149.61,10.98
106220.48,387142.13,10.93
106215.88,387132.24,10.49
106002.32,387136.25,9.91
106230.9,387140.1,9.63
106231.41,387128.16,9.4
106232.93,387150.32,9.96
105998.86,387145.92,10.48
106054.49,387133.88,10.28
106057.03,387147.45,10.02
106210.03,387195.37,11.74
106212.39,387185.43,11.17
106081.77,387178.81,11.09
106194.46,387179.46,12.06
106195.56,387190.07,12.29
106055.65,387196.75,12.13
106189.3,387198.04,12.11
106233.49,387198.98,10.89
106237.6,387181.04,10.67
106038.88,387192.44,8.77
106026.27,387200.32,8.76
106073.12,387194.05,10.68
106237.55,387191.04,10.85
106070.56,387183.33,10.82
106083.12,387189.01,10.69
106174.64,387182.33,12.32
106046.8,387184.97,12.86
106165.86,387187.36,12.75
106119.13,387185.12,12.68
106119.8,387195.44,12.87
106157.59,387193.43,13.21
106160.55,387176.09,13.03
106150.05,387180.04,12.94
106092,387186.16,12.6
106098.87,387181.85,12.52
106100.51,387191.82,12.42
106086.34,387199.18,12.36
106108.89,387175.83,12.52
106110.1,387199.74,12.56
106143.96,387199.98,12.56
106014.38,387178.47,12.53
106034.67,387178.57,8.75
106013.4,387158.27,12.29
106165.41,387154.89,12.22
106170.68,387172.13,12.22
106047.97,387152.43,12.33
106052.73,387164.62,12.46
106041.07,387165.7,12.45
106105.08,387163.49,12.39
106201.12,387169.01,11.97
106227.73,387171.28,11.04
106002.87,387158.79,10.93
106206.09,387159.71,10.91
106195.61,387160.33,11.08
106189.73,387169.79,11.96
106008.5,387169.42,11.88
106079.12,387167.77,11.26
106051.63,387175.12,12.57
106150.02,387166.3,13.27
106132.38,387168.11,13.14
106121.48,387174.17,13.1
106139.58,387155.28,13.51
106024.65,387179.96,8.71
106028.27,387190.41,8.6
106079.72,387156.47,13.77
106120.21,387155.39,13.07
106161.72,387166.06,12.65
106092.16,387153.92,12.63
106183.89,387160.04,12.6
106114.64,387166.8,12.94
106152.22,387155.65,13.02
106095.52,387170.39,12.98
106108.76,387152.74,12.98
105955.42,386939.4,9.35
105944.38,386942.31,9.16
105941,386932.82,8.88
106145,386940,9.48
106260,386935,9.65
105977.01,386940.46,9.58
106675,386950,9.49
106250,386935,8.77
106155,386945,8.37
106275,386950,8.2
106265,386945,8.11
106685,386945,8.56
105958.56,386929.23,8.73
105963.96,386945.13,8.67
105970.54,386929.97,8.56
106699.66,386925.78,9.67
106635,386940,10.1
106660.44,386929.86,10.07
106624.04,386934.27,10.03
106535,386950,10.12
106545,386950,10.16
106676.58,386936.39,10.13
106618.25,386925.52,10.12
106645.29,386931.35,10.03
106625,386950,9.77
106615,386950,9.76
106275,386940,9.75
106635,386950,9.81
106527.46,386927.91,10
106605,386950,9.99
106555,386950,9.96
106145,386930,7.61
106325,386905,12.02
106330,386915,11.97
106099.46,386908.64,11.91
106430,386920,12.04
106320,386915,12.17
105977.03,386902.41,12.1
106310,386925,12.06
106320,386925,11.85
106340,386915,11.69
106340,386925,11.56
106230,386905,11.53
106330,386925,11.7
106310,386915,11.85
106078.69,386917.06,11.84
106072.08,386908.5,11.81
106005.55,386909.49,12.21
106067.97,386918.36,13.48
106038.93,386910.65,13.43
106044.2,386901.37,13.39
106028,386907.52,13.76
105930.7,386946.58,6.89
105927.94,386936.11,6.17
106240,386935,5.85
106043.65,386921.71,13.36
106053.62,386919.7,13.05
105984.63,386913.23,12.26
106315,386905,12.26
106020.54,386917.61,13.09
106016.33,386905.3,13.23
106057.55,386901.61,13.18
106050.17,386910.07,13.17
106470,386940,10.8
106340,386945,10.74
106395,386950,10.74
106113.63,386942.33,10.88
106593.46,386944.13,10.96
106270,386930,10.9
106345,386935,10.88
106395,386930,10.74
106485,386930,10.59
105988.97,386945.19,10.59
106480,386940,10.56
106470,386950,10.6
105999.72,386931.4,10.72
106475,386930,10.7
106385,386940,10.7
106465,386930,10.97
106455,386930,11.37
106460,386945,11.35
106410,386945,11.35
106089.24,386950.26,11.4
106430,386950,11.48
106285,386935,11.45
106420,386945,11.41
106335,386935,11.29
106115,386930,11.18
106405,386935,11.03
106096.29,386938.75,11.02
106330,386945,11.2
106084.54,386936.74,11.29
106440,386950,11.28
106450,386950,11.27
106350,386945,10.5
106570,386945,10.31
106675.2,386926.34,10.29
106515,386940,10.27
106570,386935,10.33
106360,386950,10.38
106560,386935,10.34
106495,386945,10.33
106585,386950,10.26
106135,386930,10.19
106645,386945,10.17
106657.94,386940.88,10.16
106550,386940,10.19
106525,386945,10.25
106510,386950,10.25
106604.21,386934.73,10.23
106375,386950,10.39
106123.69,386945.69,10.47
106355,386935,10.46
106385,386950,10.45
106485,386950,10.47
106395,386940,10.5
106535,386940,10.49
106004.07,386942.58,10.49
105982.84,386930.92,10.45
106585,386935,10.4
106365,386935,10.4
106285,386945,10.4
106595,386930,10.41
106495,386935,10.43
106375,386935,10.42
106505,386935,10.41
106260,386915,11.51
106250,386925,9.92
106750.77,386903.76,9.89
106523.43,386910.07,9.89
106666.75,386919.39,9.95
106210,386905,10
106560,386905,9.95
106550,386910,9.95
106608.55,386917.7,9.89
106220,386915,9.53
106240,386925,9.28
106140,386920,9.19
106145,386905,9.59
106682.22,386913.59,9.88
106121,386910.57,9.74
106125.4,386922.94,9.66
106580,386910,10.04
106691.58,386909.29,10.23
106506,386905.44,10.22
106655.49,386914.77,10.21
106595,386910,10.24
106621.03,386913.93,10.27
106570,386910,10.26
106729.4,386903.21,10.25
106715.06,386916.93,10.2
106540,386905,10.09
106642.31,386907.54,10.09
106230,386915,10.05
106631.75,386916.78,10.13
106738.49,386909.92,10.2
106631.87,386903.65,10.19
106544.71,386922.69,10.16
105931.37,386906.95,9.04
106004.19,386898.7,12.9
106065.55,386894.51,12.82
106010.86,386878.24,12.63
106049.62,386876.32,13.05
106052,386888.29,13.29
106025.61,386877.16,13.23
106000.72,386879.25,13.07
106022.84,386895.15,12.57
106230,386880,12.19
106090,386895,12.15
106090,386885,12.1
106220,386885,12.26
106065.51,386883.13,12.56
105971.84,386886.94,12.4
106016.95,386886.66,12.35
106034.98,386886.4,13.3
105953.27,386916.26,8.78
106230,386925,8.65
105965.76,386919.62,8.65
105947.61,386907.68,8.83
105913.03,386900.63,8.98
105936.75,386922.9,8.87
105962.36,386909.37,8.86
106210,386915,8.15
105920.33,386910.68,5.92
106039.19,386876.19,13.37
106034.72,386896.77,13.36
105924.1,386922.4,6.18
106200,386910,7.21
106220,386925,6.23
106150,386915,6.2
106465,386920,11.16
106350,386920,11.16
106395,386920,11.14
106455,386910,11.16
106290,386920,11.2
106270,386920,11.2
106250,386915,11.17
106092.25,386925,11.09
106135,386910,10.98
106280,386920,10.94
106385,386915,10.92
105995.49,386916.08,11.02
106415,386910,11.09
106290,386910,11.06
106410,386925,11.04
106385,386905,11.22
105991.82,386905.56,11.39
106400,386910,11.38
106335,386905,11.38
106240,386905,11.44
106420,386920,11.48
106440,386920,11.48
106300,386925,11.46
106430,386910,11.36
106445,386905,11.23
106450,386920,11.23
106475,386910,11.22
106275,386910,11.26
106465,386910,11.3
106300,386910,11.3
106012.83,386924.23,11.27
106475,386920,10.92
106510,386915,10.48
105977.02,386920.87,10.47
106654.51,386904.04,10.47
106495,386925,10.48
106681.39,386903.35,10.53
106375,386925,10.51
106505,386925,10.5
106570,386925,10.44
106645.66,386918.08,10.33
106689.32,386922.55,10.29
106560,386925,10.29
106610,386905,10.33
106595,386920,10.41
106560,386915,10.38
106580,386925,10.38
106500,386915,10.54
106375,386905,10.81
106220,386905,10.73
106240,386915,10.69
106260,386925,10.86
106265,386905,10.92
106082.87,386907.92,10.89
106350,386910,10.88
106360,386910,10.64
106485,386910,10.57
105972.81,386911.62,10.57
106485,386920,10.57
106360,386925,10.58
106385,386925,10.63
106114.58,386918.43,10.63
106375,386915,10.63
105954.51,386980.15,9.49
106545,387000,9.49
106525,387000,9.48
106169.68,386998.2,9.5
106515,387000,9.56
106505,386990,9.53
106365,386990,9.5
106565,386995,9.47
106390,387000,9.39
105962.82,386996.09,9.38
105992.11,386979.33,9.36
106445,387000,9.39
106580,386990,9.47
106435,387000,9.45
106573.3,386978.94,9.4
106505,387000,9.56
106425,386995,9.69
106485,386995,9.68
106495,386990,9.66
106450,386990,9.7
106505,386980,9.7
106604.48,386977.96,9.7
106590.01,386991.53,9.7
106565,386985,9.65
106555,386995,9.59
106555,386985,9.58
106535,386995,9.57
106515,386990,9.59
106455,386980,9.61
106545,386985,9.6
